1,1,2,2,3.364235e-79
1,2,2,3,1.578055e-79
1,3,2,4,2.189488e-79
1,4,2,5,2.856008e-79
1,5,2,6,3.109782e-79
1,6,2,7,3.337411e-79
1,7,2,8,3.253582e-79
1,8,2,9,3.086935e-79
1,9,2,10,2.372775e-79
1,10,2,11,1.623871e-79
1,11,2,12,9.632743e-80
1,12,2,13,4.834720e-80
1,13,2,14,2.247655e-80
1,14,2,15,1.041239e-80
1,15,2,16,2.112753e-81
1,16,2,17,-6.518251e-83
2,1,3,2,1.578055e-79
2,2,3,3,3.179707e-79
2,3,3,4,3.149551e-79
2,4,3,5,3.268118e-79
2,5,3,6,3.629008e-79
2,6,3,7,3.965343e-79
2,7,3,8,3.806013e-79
2,8,3,9,3.525447e-79
2,9,3,10,2.630355e-79
2,10,3,11,1.763856e-79
2,11,3,12,9.937935e-80
2,12,3,13,4.797530e-80
2,13,3,14,1.980317e-80
2,14,3,15,8.130958e-81
2,15,3,16,7.276350e-82
2,16,3,17,-2.832949e-82
3,1,4,2,2.189488e-79
3,2,4,3,3.149551e-79
3,3,4,4,5.374580e-79
3,4,4,5,5.251322e-79
3,5,4,6,5.415394e-79
3,6,4,7,5.915613e-79
3,7,4,8,5.683775e-79
3,8,4,9,5.270431e-79
3,9,4,10,3.895419e-79
3,10,4,11,2.593050e-79
3,11,4,12,1.457446e-79
3,12,4,13,6.859378e-80
3,13,4,14,2.666378e-80
3,14,4,15,1.015332e-80
3,15,4,16,3.524381e-82
3,16,4,17,-5.357672e-82
4,1,5,2,2.856008e-79
4,2,5,3,3.268118e-79
4,3,5,4,5.251322e-79
4,4,5,5,6.987978e-79
4,5,5,6,6.884911e-79
4,6,5,7,7.014411e-79
4,7,5,8,6.815112e-79
4,8,5,9,6.356982e-79
4,9,5,10,4.756715e-79
4,10,5,11,3.199762e-79
4,11,5,12,1.821589e-79
4,12,5,13,8.673351e-80
4,13,5,14,3.583119e-80
4,14,5,15,1.449002e-80
4,15,5,16,1.405239e-81
4,16,5,17,-5.071381e-82
