1,1,2,2,7.879204e-79
1,2,2,3,4.045300e-79
1,3,2,4,3.388994e-79
1,4,2,5,1.562272e-79
1,5,2,6,-8.980128e-80
1,6,2,7,-1.964155e-79
1,7,2,8,-1.926981e-79
1,8,2,9,-5.912014e-80
1,9,2,10,8.045190e-80
1,10,2,11,6.959615e-80
1,11,2,12,1.757468e-79
1,12,2,13,-1.849971e-79
2,1,3,2,4.045300e-79
2,2,3,3,3.115976e-79
2,3,3,4,2.789322e-79
2,4,3,5,1.951562e-79
2,5,3,6,7.641406e-80
2,6,3,7,1.974635e-80
2,7,3,8,2.377597e-80
2,8,3,9,1.039844e-79
2,9,3,10,2.049484e-79
2,10,3,11,1.974055e-79
2,11,3,12,2.421120e-79
2,12,3,13,1.057254e-79
3,1,4,2,3.388994e-79
3,2,4,3,2.789322e-79
3,3,4,4,2.855821e-79
3,4,4,5,2.140941e-79
3,5,4,6,1.196706e-79
3,6,4,7,7.289655e-80
3,7,4,8,7.453811e-80
3,8,4,9,1.392040e-79
3,9,4,10,2.285917e-79
3,10,4,11,2.232450e-79
3,11,4,12,2.574354e-79
3,12,4,13,1.630178e-79
4,1,5,2,1.562272e-79
4,2,5,3,1.951562e-79
4,3,5,4,2.140941e-79
4,4,5,5,2.174830e-79
4,5,5,6,1.959540e-79
4,6,5,7,1.912191e-79
4,7,5,8,2.013867e-79
4,8,5,9,2.120246e-79
4,9,5,10,2.412341e-79
4,10,5,11,2.319603e-79
4,11,5,12,2.387827e-79
4,12,5,13,2.413977e-79
5,1,6,2,-8.980128e-80
5,2,6,3,7.641406e-80
5,3,6,4,1.196706e-79
5,4,6,5,1.959540e-79
5,5,6,6,3.025884e-79
5,6,6,7,3.670362e-79
5,7,6,8,3.935535e-79
5,8,6,9,3.226150e-79
5,9,6,10,2.591500e-79
5,10,6,11,2.425632e-79
5,11,6,12,2.088502e-79
5,12,6,13,3.466435e-79
6,1,7,2,-1.964155e-79
6,2,7,3,1.974635e-80
6,3,7,4,7.289655e-80
6,4,7,5,1.912191e-79
6,5,7,6,3.670362e-79
6,6,7,7,5.109811e-79
6,7,7,8,5.627839e-79
6,8,7,9,4.211592e-79
6,9,7,10,2.840694e-79
6,10,7,11,2.571972e-79
6,11,7,12,2.030374e-79
6,12,7,13,4.078384e-79
7,1,8,2,-1.926981e-79
7,2,8,3,2.377597e-80
7,3,8,4,7.453811e-80
7,4,8,5,2.013867e-79
7,5,8,6,3.935535e-79
7,6,8,7,5.627839e-79
7,7,8,8,6.641857e-79
7,8,8,9,5.019325e-79
7,9,8,10,3.360928e-79
7,10,8,11,3.033802e-79
7,11,8,12,2.463045e-79
7,12,8,13,4.633835e-79
8,1,9,2,-5.912014e-80
8,2,9,3,1.039844e-79
8,3,9,4,1.392040e-79
8,4,9,5,2.120246e-79
8,5,9,6,3.226150e-79
8,6,9,7,4.211592e-79
8,7,9,8,5.019325e-79
8,8,9,9,4.776774e-79
8,9,9,10,4.025047e-79
8,10,9,11,3.748314e-79
8,11,9,12,3.420851e-79
8,12,9,13,4.995705e-79
9,1,10,2,8.045190e-80
9,2,10,3,2.049484e-79
9,3,10,4,2.285917e-79
9,4,10,5,2.412341e-79
9,5,10,6,2.591500e-79
9,6,10,7,2.840694e-79
9,7,10,8,3.360928e-79
9,8,10,9,4.025047e-79
9,9,10,10,5.369403e-79
9,10,10,11,5.104162e-79
9,11,10,12,4.963167e-79
9,12,10,13,6.085889e-79
10,1,11,2,6.959615e-80
10,2,11,3,1.974055e-79
10,3,11,4,2.232450e-79
10,4,11,5,2.319603e-79
10,5,11,6,2.425632e-79
10,6,11,7,2.571972e-79
10,7,11,8,3.033802e-79
10,8,11,9,3.748314e-79
10,9,11,10,5.104162e-79
10,10,11,11,5.719368e-79
10,11,11,12,5.198401e-79
10,12,11,13,6.381431e-79
11,1,12,2,1.757468e-79
11,2,12,3,2.421120e-79
11,3,12,4,2.574354e-79
11,4,12,5,2.387827e-79
11,5,12,6,2.088502e-79
11,6,12,7,2.030374e-79
11,7,12,8,2.463045e-79
11,8,12,9,3.420851e-79
11,9,12,10,4.963167e-79
11,10,12,11,5.198401e-79
11,11,12,12,5.812268e-79
11,12,12,13,6.182086e-79
12,1,13,2,-1.849971e-79
12,2,13,3,1.057254e-79
12,3,13,4,1.630178e-79
12,4,13,5,2.413977e-79
12,5,13,6,3.466435e-79
12,6,13,7,4.078384e-79
12,7,13,8,4.633835e-79
12,8,13,9,4.995705e-79
12,9,13,10,6.085889e-79
12,10,13,11,6.381431e-79
12,11,13,12,6.182086e-79
12,12,13,13,1.055083e-78
