   |          0 |          1 |          2 |          3 |          4 |          5 |          6 |          7 |          8 |          9 |         10 |         11 |         12 |         13 |         14 |         15 |         16 |         17 |         18 |         19 |         20 |         21 |         22 |         23 |         24 |         25 |         26 |         27 |         28 |         29 |         30 |         31 |         32 |         33 |         34 |         35 |         36 |         37 |         38 |         39 |         40 |         41 |         42 |         43 |         44 |         45 |         46 |         47 |         48 |         49 |         50 |         51 |         52 |         53 |         54 |         55 |         56 |         57 |         58 |         59 |         60 |         61 |         62 |         63 |         64 |         65 |         66 |         67 |         68 |         69 |         70 |
 9 |  1.348e-81 |   4.04e-79 |  1.334e-79 |  2.511e-82 |  2.752e-79 |  3.046e-79 |  1.153e-79 |  7.309e-80 |  1.286e-82 |  4.122e-79 |  3.523e-79 |  2.645e-79 |  1.096e-79 |  3.142e-80 |   1.29e-82 |  2.521e-79 |  3.908e-79 |  2.928e-79 |  1.974e-79 |  1.053e-79 |  2.373e-80 |   3.33e-82 |  2.654e-79 |   3.75e-79 |  3.892e-79 |  2.902e-79 |  1.395e-79 |  9.282e-80 |  5.859e-80 |  5.813e-82 |  1.932e-79 |  3.609e-79 |  3.543e-79 |  3.638e-79 |  1.822e-79 |  1.221e-79 |  1.158e-79 |  5.256e-80 |  6.962e-82 |  1.951e-79 |  4.085e-79 |  3.953e-79 |  1.916e-79 |  1.535e-79 |  1.185e-79 |  8.233e-80 |  4.396e-80 |  9.012e-82 |  1.759e-79 |  2.187e-79 |  2.801e-79 |  2.384e-79 |   1.69e-79 |  1.513e-79 |  1.574e-79 |  1.385e-79 |  6.576e-80 |  1.218e-81 |  1.646e-79 |  2.125e-79 |  1.447e-79 |  1.409e-79 |  1.585e-79 |  1.247e-79 |  4.324e-81 |  1.495e-79 |  1.095e-79 |  1.607e-79 |  2.132e-79 |   2.12e-79 |  1.074e-80 |
10 |  3.928e-81 |  3.855e-79 |  8.244e-79 |  1.089e-81 |  4.819e-79 |  8.873e-79 |  5.411e-79 |  2.907e-79 |  4.639e-82 |  3.523e-79 |  1.479e-78 |  8.155e-79 |  5.004e-79 |  1.283e-79 |  4.847e-82 |  4.751e-79 |  8.039e-79 |  8.719e-79 |  8.264e-79 |  4.198e-79 |   1.15e-79 |  1.002e-81 |  4.062e-79 |  8.854e-79 |   9.25e-79 |  9.738e-79 |  6.595e-79 |   3.29e-79 |  2.099e-79 |  1.884e-81 |  2.859e-79 |  7.498e-79 |  9.276e-79 |   9.78e-79 |   7.49e-79 |  4.734e-79 |  3.696e-79 |  1.694e-79 |  2.215e-81 |  3.695e-79 |  8.945e-79 |  1.023e-78 |  7.068e-79 |  5.566e-79 |  3.989e-79 |  2.583e-79 |   1.41e-79 |  2.805e-81 |  3.022e-79 |  5.665e-79 |  7.722e-79 |  8.504e-79 |  5.882e-79 |  4.767e-79 |  5.035e-79 |  3.905e-79 |    2.2e-79 |  3.922e-81 |  3.119e-79 |   6.38e-79 |  4.683e-79 |  3.989e-79 |  4.928e-79 |  3.896e-79 |  1.284e-80 |  3.416e-79 |  3.303e-79 |  4.818e-79 |  6.009e-79 |  5.824e-79 |  3.443e-80 |
11 |  4.401e-81 |  3.625e-79 |  7.717e-79 |  1.307e-81 |  3.548e-79 |  9.686e-79 |  5.769e-79 |  4.386e-79 |  5.152e-82 |  2.645e-79 |  8.155e-79 |  1.814e-78 |  3.397e-79 |  1.949e-79 |  5.531e-82 |  3.492e-79 |    7.9e-79 |  9.092e-79 |  1.154e-78 |  4.713e-79 |  1.569e-79 |  1.142e-81 |  2.988e-79 |  8.134e-79 |  9.348e-79 |  1.227e-78 |  8.782e-79 |  3.931e-79 |  2.514e-79 |  2.365e-81 |  2.232e-79 |  7.058e-79 |  9.139e-79 |  1.113e-78 |  1.002e-78 |  5.834e-79 |  4.402e-79 |  2.043e-79 |  3.028e-81 |  3.152e-79 |  8.723e-79 |  1.155e-78 |  8.918e-79 |  6.564e-79 |  5.247e-79 |  3.069e-79 |   1.68e-79 |  3.588e-81 |  2.254e-79 |  5.677e-79 |  7.965e-79 |  1.022e-78 |  7.198e-79 |  5.701e-79 |  5.676e-79 |  4.594e-79 |  2.621e-79 |  4.779e-81 |  2.745e-79 |  7.669e-79 |  5.553e-79 |  4.544e-79 |  5.559e-79 |  4.525e-79 |  1.526e-80 |  3.381e-79 |  3.774e-79 |   5.44e-79 |  6.399e-79 |  6.975e-79 |  3.947e-80 |
12 |  2.301e-81 |  3.028e-79 |  2.845e-79 |  9.991e-82 |  1.744e-79 |  4.695e-79 |  3.901e-79 |  3.585e-79 |  6.494e-82 |  1.096e-79 |  5.004e-79 |  3.397e-79 |  1.257e-78 |  1.131e-79 |    3.4e-82 |  1.604e-79 |  4.036e-79 |  5.344e-79 |  7.985e-79 |  5.337e-79 |  1.046e-79 |  7.172e-82 |  1.178e-79 |  4.318e-79 |  4.752e-79 |  7.213e-79 |  7.421e-79 |  3.354e-79 |  1.889e-79 |  1.282e-81 |  7.504e-80 |  3.623e-79 |   5.05e-79 |  6.627e-79 |   5.73e-79 |  4.637e-79 |  3.002e-79 |  1.254e-79 |  1.666e-81 |  1.368e-79 |  5.059e-79 |  5.761e-79 |  4.953e-79 |  4.191e-79 |  3.341e-79 |  1.846e-79 |  9.226e-80 |  2.039e-81 |  1.258e-79 |  3.023e-79 |  4.888e-79 |  4.769e-79 |  4.176e-79 |  3.148e-79 |  3.103e-79 |   2.57e-79 |  1.488e-79 |  2.584e-81 |  1.461e-79 |  4.154e-79 |  3.087e-79 |  2.607e-79 |  2.933e-79 |  2.461e-79 |  8.513e-81 |  1.681e-79 |  2.149e-79 |  2.846e-79 |  3.371e-79 |   3.61e-79 |  2.189e-80 |
13 |  7.704e-82 |   1.52e-79 |  7.505e-80 |  2.891e-82 |  3.791e-80 |  1.495e-79 |  6.815e-80 |  1.415e-79 |  3.383e-82 |  3.142e-80 |  1.283e-79 |  1.949e-79 |  1.131e-79 |  2.227e-79 |  -8.21e-83 |  2.696e-80 |  1.026e-79 |  1.283e-79 |  2.286e-79 |  3.143e-79 |  4.193e-80 |  1.646e-82 |  2.489e-80 |  1.083e-79 |  1.381e-79 |  1.713e-79 |  3.609e-79 |  1.787e-79 |  5.723e-80 |  3.884e-82 |  1.049e-80 |  1.179e-79 |  1.422e-79 |  1.861e-79 |  2.001e-79 |   2.06e-79 |  1.185e-79 |  3.611e-80 |  5.553e-82 |  3.893e-80 |  1.229e-79 |  1.777e-79 |  1.795e-79 |  1.255e-79 |  1.157e-79 |  5.089e-80 |  3.459e-80 |  5.301e-82 |  2.204e-80 |  9.752e-80 |  1.605e-79 |  1.418e-79 |  1.571e-79 |  9.971e-80 |  1.092e-79 |  7.696e-80 |  5.287e-80 |  5.418e-82 |  3.266e-80 |  1.329e-79 |    9.3e-80 |  7.957e-80 |  9.888e-80 |   7.85e-80 |  2.492e-81 |  5.195e-80 |  6.142e-80 |  9.444e-80 |      1e-79 |   1.26e-79 |  6.352e-81 |
14 |  2.393e-84 |  2.527e-82 |  3.774e-82 |  6.102e-85 |  1.889e-82 |   4.85e-82 |   3.53e-82 |  1.812e-82 |  2.945e-85 |   1.29e-82 |  4.847e-82 |  5.531e-82 |    3.4e-82 |  -8.21e-83 |   1.94e-84 |  1.558e-82 |  4.508e-82 |  5.238e-82 |  5.272e-82 |  2.005e-82 |  7.908e-83 |  8.887e-85 |  1.404e-82 |  4.231e-82 |  4.387e-82 |  7.177e-82 |  3.742e-82 |  1.378e-82 |  1.719e-82 |   1.54e-84 |  1.111e-82 |  3.282e-82 |  4.976e-82 |   5.99e-82 |  4.977e-82 |  2.894e-82 |   2.51e-82 |  1.213e-82 |  1.943e-84 |  1.456e-82 |  4.549e-82 |  5.386e-82 |  4.515e-82 |  3.694e-82 |  2.824e-82 |  1.767e-82 |  8.941e-83 |  2.398e-84 |  9.716e-83 |  2.673e-82 |  3.742e-82 |  6.271e-82 |  3.239e-82 |  3.563e-82 |  2.999e-82 |  2.388e-82 |  1.453e-82 |  3.271e-84 |  1.311e-82 |  3.764e-82 |  3.054e-82 |  2.501e-82 |   2.95e-82 |  2.135e-82 |  9.843e-84 |   1.86e-82 |  2.138e-82 |  3.228e-82 |  3.071e-82 |  3.846e-82 |  2.242e-83 |
15 |  1.616e-81 |  2.146e-79 |  2.159e-79 |  4.243e-82 |  3.484e-79 |  3.463e-79 |   1.77e-79 |  7.072e-80 |  1.709e-82 |  2.521e-79 |  4.751e-79 |  3.492e-79 |  1.604e-79 |  2.696e-80 |  1.558e-82 |  5.053e-79 |  3.498e-79 |  3.794e-79 |  2.396e-79 |  1.232e-79 |  4.059e-80 |  3.005e-82 |  2.582e-79 |  4.417e-79 |  4.377e-79 |  3.525e-79 |  1.878e-79 |  1.074e-79 |  7.315e-80 |  6.927e-82 |  2.473e-79 |    4.1e-79 |  4.179e-79 |  3.915e-79 |  2.764e-79 |  1.149e-79 |  1.536e-79 |   6.12e-80 |  8.031e-82 |  2.301e-79 |  4.636e-79 |  4.733e-79 |  2.509e-79 |  1.761e-79 |  1.437e-79 |  9.726e-80 |  4.986e-80 |  1.164e-81 |  2.149e-79 |  2.667e-79 |  3.158e-79 |  3.361e-79 |  2.118e-79 |  1.877e-79 |  1.942e-79 |  1.563e-79 |  8.072e-80 |  1.569e-81 |  1.954e-79 |  2.654e-79 |  1.773e-79 |  1.637e-79 |  2.138e-79 |  1.552e-79 |  5.281e-81 |  1.819e-79 |  1.404e-79 |  1.924e-79 |  2.554e-79 |  2.602e-79 |  1.316e-80 |
16 |  3.138e-81 |  4.114e-79 |  5.754e-79 |  8.675e-82 |  4.142e-79 |  8.272e-79 |  4.018e-79 |   2.47e-79 |  4.251e-82 |  3.908e-79 |  8.039e-79 |    7.9e-79 |  4.036e-79 |  1.026e-79 |  4.508e-82 |  3.498e-79 |  1.303e-78 |  5.115e-79 |  7.408e-79 |  3.405e-79 |  8.796e-80 |  8.458e-82 |  3.666e-79 |  6.775e-79 |  8.121e-79 |  8.388e-79 |  5.326e-79 |  2.952e-79 |  1.737e-79 |  1.653e-81 |  2.504e-79 |  6.692e-79 |  7.587e-79 |  8.285e-79 |  5.865e-79 |    4.2e-79 |  2.971e-79 |  1.458e-79 |  1.961e-81 |  3.072e-79 |  8.177e-79 |  8.475e-79 |  6.248e-79 |  4.494e-79 |  3.512e-79 |  2.089e-79 |  1.151e-79 |  2.324e-81 |   2.72e-79 |  4.638e-79 |  6.601e-79 |  6.691e-79 |  4.894e-79 |  3.955e-79 |  4.069e-79 |  3.387e-79 |   1.88e-79 |   3.17e-81 |  2.639e-79 |   5.31e-79 |  4.098e-79 |  3.417e-79 |   4.05e-79 |  3.164e-79 |  1.091e-80 |   2.91e-79 |  2.701e-79 |  3.835e-79 |  5.318e-79 |  5.115e-79 |  2.765e-80 |
17 |  3.533e-81 |   5.22e-79 |  5.151e-79 |  9.776e-82 |  4.247e-79 |  7.993e-79 |  4.862e-79 |  3.166e-79 |  5.305e-82 |  2.928e-79 |  8.719e-79 |  9.092e-79 |  5.344e-79 |  1.283e-79 |  5.238e-82 |  3.794e-79 |  5.115e-79 |  1.654e-78 |  5.526e-79 |  4.317e-79 |  1.313e-79 |  1.011e-81 |  3.235e-79 |  8.008e-79 |  7.823e-79 |  1.068e-78 |  6.827e-79 |  3.312e-79 |  2.158e-79 |  1.975e-81 |  2.316e-79 |  7.046e-79 |  8.791e-79 |  9.984e-79 |  8.376e-79 |  4.816e-79 |  3.756e-79 |  1.833e-79 |  2.518e-81 |  3.116e-79 |  8.272e-79 |   1.01e-78 |  7.328e-79 |  5.538e-79 |  4.406e-79 |   2.69e-79 |  1.473e-79 |  3.191e-81 |  2.465e-79 |  5.508e-79 |  7.473e-79 |  8.911e-79 |  6.401e-79 |  5.038e-79 |   5.15e-79 |  3.787e-79 |  2.318e-79 |  4.036e-81 |  2.711e-79 |  6.332e-79 |   4.82e-79 |  4.031e-79 |  5.002e-79 |  3.906e-79 |  1.332e-80 |  3.191e-79 |  3.368e-79 |  5.003e-79 |  5.737e-79 |  6.287e-79 |  3.511e-80 |
18 |  4.189e-81 |  5.213e-79 |  6.163e-79 |  1.294e-81 |  2.822e-79 |  8.491e-79 |  6.125e-79 |  5.448e-79 |  7.098e-82 |  1.974e-79 |  8.264e-79 |  1.154e-78 |  7.985e-79 |  2.286e-79 |  5.272e-82 |  2.396e-79 |  7.408e-79 |  5.526e-79 |  2.202e-78 |  3.686e-79 |  1.765e-79 |  1.153e-81 |  1.887e-79 |  7.288e-79 |  8.809e-79 |  1.164e-78 |  1.071e-78 |  4.242e-79 |  3.025e-79 |  2.185e-81 |  1.394e-79 |  6.034e-79 |  8.449e-79 |  1.139e-78 |    9.7e-79 |  7.052e-79 |  4.515e-79 |  2.054e-79 |  2.982e-81 |  2.446e-79 |  8.016e-79 |  1.064e-78 |  8.864e-79 |  7.101e-79 |  5.378e-79 |  2.965e-79 |  1.694e-79 |  3.406e-81 |  1.802e-79 |  5.386e-79 |  8.171e-79 |  8.746e-79 |  7.352e-79 |  5.392e-79 |  5.535e-79 |  4.325e-79 |  2.609e-79 |  4.724e-81 |  2.341e-79 |  7.416e-79 |  5.531e-79 |   4.34e-79 |  5.333e-79 |  4.151e-79 |  1.535e-80 |  3.086e-79 |   3.57e-79 |   4.95e-79 |  6.392e-79 |  6.592e-79 |   3.84e-80 |
19 |  1.977e-81 |   2.21e-79 |  3.226e-79 |   7.43e-82 |  1.531e-79 |  4.418e-79 |  2.752e-79 |  3.229e-79 |  7.699e-82 |  1.053e-79 |  4.198e-79 |  4.713e-79 |  5.337e-79 |  3.143e-79 |  2.005e-82 |  1.232e-79 |  3.405e-79 |  4.317e-79 |  3.686e-79 |  1.139e-78 |  4.051e-80 |  5.661e-82 |  1.231e-79 |  3.461e-79 |  4.154e-79 |  5.542e-79 |  8.079e-79 |  4.604e-79 |  1.467e-79 |  1.108e-81 |  6.354e-80 |  3.543e-79 |  4.393e-79 |  5.596e-79 |  5.267e-79 |  5.054e-79 |  3.071e-79 |  1.046e-79 |  1.501e-81 |  1.319e-79 |  4.185e-79 |  5.048e-79 |  4.664e-79 |  3.561e-79 |  3.268e-79 |  1.499e-79 |  8.881e-80 |  1.586e-81 |  9.964e-80 |  2.986e-79 |  4.076e-79 |  4.621e-79 |  3.911e-79 |  2.774e-79 |  2.878e-79 |  2.418e-79 |  1.307e-79 |  1.776e-81 |  1.294e-79 |   3.62e-79 |  2.788e-79 |  2.321e-79 |  2.658e-79 |  2.376e-79 |   6.49e-81 |  1.597e-79 |  1.762e-79 |  2.844e-79 |  2.858e-79 |  3.364e-79 |  1.838e-80 |
