****************************************************************************************************
This file includes true energy spectra and migration matrices for the high energy neutral current elastic sample proton (the numerator of the ratio)
with reconstructed energy from 350 to 800 MeV
****************************************************************************************************

Table 2. Reconstructed nucleon kinetic energy spectra for the data and the MC background prediction.
The histogram has 30 bins from 350.0 MeV to 800.0 MeV.
====================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
      energy range(MeV)| 350.0<Trec<365.0  365.0<Trec<380.0  380.0<Trec<395.0  395.0<Trec<410.0  410.0<Trec<425.0  425.0<Trec<440.0  440.0<Trec<455.0  455.0<Trec<470.0  470.0<Trec<485.0  485.0<Trec<500.0  500.0<Trec<515.0  515.0<Trec<530.0  530.0<Trec<545.0  545.0<Trec<560.0  560.0<Trec<575.0  575.0<Trec<590.0  590.0<Trec<605.0  605.0<Trec<620.0  620.0<Trec<635.0  635.0<Trec<650.0  650.0<Trec<665.0  665.0<Trec<680.0  680.0<Trec<695.0  695.0<Trec<710.0  710.0<Trec<725.0  725.0<Trec<740.0  740.0<Trec<755.0  755.0<Trec<770.0  770.0<Trec<785.0  785.0<Trec<800.0 
Event type             |
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Data                   |  4.600000e+02      4.570000e+02      4.390000e+02      4.310000e+02      3.800000e+02      3.830000e+02      3.530000e+02      3.630000e+02      3.710000e+02      3.960000e+02      2.750000e+02      2.760000e+02      2.220000e+02      2.030000e+02      2.170000e+02      2.240000e+02      2.000000e+02      1.840000e+02      1.970000e+02      1.590000e+02      1.550000e+02      1.620000e+02      1.370000e+02      1.520000e+02      1.260000e+02      1.180000e+02      1.330000e+02      1.170000e+02      1.380000e+02      1.230000e+02    
Backgrounds            |  6.544238e+01      6.131658e+01      6.802268e+01      6.614949e+01      5.759906e+01      5.948360e+01      6.494799e+01      7.288111e+01      7.266334e+01      8.067760e+01      7.378685e+01      7.559236e+01      6.692164e+01      5.954329e+01      5.842109e+01      6.112299e+01      5.521307e+01      5.631305e+01      5.625658e+01      5.765196e+01      6.470708e+01      6.157652e+01      6.896612e+01      5.997896e+01      7.765791e+01      6.953401e+01      7.666214e+01      8.304232e+01      9.066559e+01      1.028902e+02    
====================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================


Table 3. Migration matrix (Ttrue vs Trec) for the neutral current elastic on hydrogen protons.
The 2-dimensional histogram (true vs reconstructed energy) with 30 x 30 bins for the events that pass the cuts.
True energy is from 300.0 MeV to 900.0 MeV with the first underflow bin and the last overflow bin; reconstructed energy from 350.0 MeV to 800.0 MeV.
=================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
      energy range(MeV)|  Ttrue<300.0      300.0<Ttrue<321.4 321.4<Ttrue<342.9 342.9<Ttrue<364.3 364.3<Ttrue<385.7 385.7<Ttrue<407.1 407.1<Ttrue<428.6 428.6<Ttrue<450.0 450.0<Ttrue<471.4 471.4<Ttrue<492.9 492.9<Ttrue<514.3 514.3<Ttrue<535.7 535.7<Ttrue<557.1 557.1<Ttrue<578.6 578.6<Ttrue<600.0 600.0<Ttrue<621.4 621.4<Ttrue<642.9 642.9<Ttrue<664.3 664.3<Ttrue<685.7 685.7<Ttrue<707.1 707.1<Ttrue<728.6 728.6<Ttrue<750.0 750.0<Ttrue<771.4 771.4<Ttrue<792.9 792.9<Ttrue<814.3 814.3<Ttrue<835.7 835.7<Ttrue<857.1 857.1<Ttrue<878.6 878.6<Ttrue<900.0    Ttrue>900.0
energy range(MeV)      |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
350.0<Trec<365.0       |  3.143109e-01      7.857774e-01      1.571555e+00      6.129064e+00      2.047963e+01      2.520700e+01      1.716288e+01      8.172085e+00      6.286219e+00      2.043021e+00      1.257244e+00      4.714664e-01      4.714664e-01      3.143109e-01      7.857774e-01      0.000000e+00      1.571555e-01      1.571555e-01      1.571555e-01      0.000000e+00      1.571555e-01      1.571555e-01      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01    
365.0<Trec<380.0       |  1.744198e-01      3.143109e-01      6.286219e-01      2.985954e+00      1.367253e+01      2.671643e+01      2.404479e+01      1.401282e+01      8.486396e+00      4.243198e+00      2.985954e+00      9.429328e-01      1.100088e+00      6.286219e-01      4.714664e-01      0.000000e+00      4.714664e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      1.571555e-01      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00    
380.0<Trec<395.0       |  0.000000e+00      0.000000e+00      3.143109e-01      7.857774e-01      6.914841e+00      1.917297e+01      2.504022e+01      1.795277e+01      1.040909e+01      4.086042e+00      3.961867e+00      2.357332e+00      1.571555e+00      1.571555e+00      3.143109e-01      3.143109e-01      0.000000e+00      3.143109e-01      1.571555e-01      0.000000e+00      4.714664e-01      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      3.143109e-01      0.000000e+00      0.000000e+00      1.624532e-01    
395.0<Trec<410.0       |  0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      2.043021e+00      1.386875e+01      2.467341e+01      2.848254e+01      1.398684e+01      8.800707e+00      3.614576e+00      3.300265e+00      9.429328e-01      6.286219e-01      6.286219e-01      4.714664e-01      1.571555e-01      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01    
410.0<Trec<425.0       |  0.000000e+00      0.000000e+00      0.000000e+00      4.714664e-01      9.429328e-01      6.129064e+00      2.124178e+01      2.487771e+01      1.650133e+01      1.398684e+01      6.781117e+00      2.985954e+00      1.414399e+00      1.414399e+00      7.857774e-01      6.286219e-01      1.571555e-01      0.000000e+00      0.000000e+00      1.571555e-01      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00    
425.0<Trec<440.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      3.143109e-01      2.828799e+00      1.084373e+01      2.074452e+01      2.278754e+01      1.576171e+01      9.467960e+00      6.757685e+00      7.857774e-01      1.571555e+00      9.429328e-01      1.100088e+00      1.100088e+00      1.571555e-01      3.143109e-01      1.571555e-01      0.000000e+00      0.000000e+00      3.143109e-01      0.000000e+00      3.143109e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01    
440.0<Trec<455.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      6.286219e-01      4.400353e+00      1.353161e+01      2.498772e+01      2.074452e+01      1.198999e+01      5.814753e+00      4.557509e+00      1.100088e+00      1.728710e+00      9.429328e-01      1.571555e-01      4.714664e-01      1.571555e-01      3.143109e-01      1.571555e-01      1.571555e-01      0.000000e+00      1.865434e-01      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00    
455.0<Trec<470.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      2.671643e+00      6.286219e+00      1.873052e+01      2.388763e+01      1.681564e+01      6.757685e+00      5.186131e+00      2.671643e+00      1.885866e+00      9.429328e-01      6.286219e-01      1.571555e-01      7.857774e-01      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      3.143109e-01    
470.0<Trec<485.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      3.143109e-01      2.828799e+00      8.329240e+00      1.699335e+01      2.231608e+01      1.433351e+01      6.600530e+00      3.457420e+00      2.585913e+00      8.198956e-01      9.429328e-01      4.714664e-01      1.571555e-01      1.571555e-01      4.714664e-01      1.571555e-01      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00    
485.0<Trec<500.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      2.514488e+00      1.150095e+01      1.794933e+01      1.775857e+01      8.800707e+00      3.771731e+00      3.614576e+00      2.357332e+00      9.429328e-01      1.571555e-01      4.714664e-01      7.857774e-01      0.000000e+00      3.143109e-01      1.571555e-01      1.571555e-01      1.571555e-01      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01    
500.0<Trec<515.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      4.714664e-01      3.614576e+00      1.194382e+01      1.823004e+01      1.257244e+01      4.086042e+00      2.671643e+00      2.514488e+00      7.857774e-01      9.429328e-01      7.857774e-01      3.143109e-01      4.714664e-01      1.571555e-01      1.571555e-01      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      1.571555e-01      1.571555e-01      1.571555e-01    
515.0<Trec<530.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      6.286219e-01      4.400353e+00      1.667101e+01      1.524408e+01      5.657597e+00      2.514488e+00      2.043021e+00      9.429328e-01      1.257244e+00      1.100088e+00      7.857774e-01      1.571555e-01      1.100088e+00      4.714664e-01      3.143109e-01      1.571555e-01      1.571555e-01      0.000000e+00      1.571555e-01      1.571555e-01      3.143109e-01    
530.0<Trec<545.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.414399e+00      7.700618e+00      1.605332e+01      7.229152e+00      3.500324e+00      3.300265e+00      8.155019e-01      9.429328e-01      1.257244e+00      9.429328e-01      3.143109e-01      4.642729e-01      3.143109e-01      3.143109e-01      3.143109e-01      1.571555e-01      3.143109e-01      1.571555e-01      0.000000e+00      1.571555e-01    
545.0<Trec<560.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      4.714664e-01      3.457420e+00      1.058487e+01      1.179867e+01      4.086042e+00      2.200177e+00      6.286219e-01      9.429328e-01      7.857774e-01      6.286219e-01      4.714664e-01      4.714664e-01      3.143109e-01      3.143109e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00    
560.0<Trec<575.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.257244e+00      6.286219e+00      1.196658e+01      6.165328e+00      3.928887e+00      2.514488e+00      1.728710e+00      1.257244e+00      1.100088e+00      3.143109e-01      1.571555e-01      4.714664e-01      1.571555e-01      3.143109e-01      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00    
575.0<Trec<590.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      4.086042e+00      9.272173e+00      1.041625e+01      7.407070e+00      3.614576e+00      2.985954e+00      1.571555e+00      6.620604e-01      4.714664e-01      4.714664e-01      3.143109e-01      6.286219e-01      1.571555e-01      1.571555e-01      1.571555e-01      1.571555e-01      0.000000e+00      1.571555e-01    
590.0<Trec<605.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      3.143109e-01      1.257244e+00      5.186131e+00      9.429328e+00      7.700618e+00      5.209603e+00      1.728710e+00      2.828799e+00      6.286219e-01      9.429328e-01      3.143109e-01      1.571555e-01      1.571555e-01      1.571555e-01      1.571555e-01      3.143109e-01      1.571555e-01      0.000000e+00      3.143109e-01    
605.0<Trec<620.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      2.200177e+00      8.014929e+00      8.643551e+00      5.500442e+00      2.985954e+00      2.828799e+00      2.076816e+00      7.857774e-01      1.728710e+00      1.273876e+00      4.714664e-01      7.857774e-01      1.571555e-01      3.143109e-01      3.143109e-01      0.000000e+00      3.143109e-01    
620.0<Trec<635.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      3.143109e-01      7.857774e-01      3.457420e+00      1.043518e+01      7.857774e+00      2.985954e+00      1.571555e+00      1.885866e+00      4.714664e-01      1.257244e+00      9.429328e-01      4.714664e-01      4.714664e-01      0.000000e+00      4.714664e-01      3.143109e-01      3.143109e-01      6.286219e-01    
635.0<Trec<650.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.881355e-01      0.000000e+00      0.000000e+00      3.454780e-01      0.000000e+00      6.286219e-01      3.928887e+00      6.935421e+00      3.143110e+00      2.200177e+00      1.885866e+00      1.100088e+00      6.286219e-01      3.143109e-01      1.571555e-01      6.286219e-01      3.143109e-01      1.571555e-01      0.000000e+00      6.286219e-01      7.857774e-01    
650.0<Trec<665.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      4.714664e-01      1.728710e+00      5.500442e+00      5.028975e+00      1.728710e+00      2.671643e+00      2.043021e+00      9.429328e-01      9.429328e-01      7.857774e-01      0.000000e+00      3.143109e-01      0.000000e+00      3.143109e-01      1.571555e-01      3.143109e-01    
665.0<Trec<680.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      1.100088e+00      3.928887e+00      6.600530e+00      3.457420e+00      2.514488e+00      1.257244e+00      1.100088e+00      7.857774e-01      3.143109e-01      6.286219e-01      1.571555e-01      3.143109e-01      0.000000e+00      3.143109e-01      7.857774e-01    
680.0<Trec<695.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      1.571555e+00      4.086042e+00      3.339723e+00      1.885866e+00      1.728710e+00      1.728710e+00      7.857774e-01      6.286219e-01      6.286219e-01      4.714664e-01      6.286219e-01      3.143109e-01      1.571555e-01      1.257244e+00    
695.0<Trec<710.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      3.143109e-01      2.074188e+00      4.714664e+00      3.143110e+00      2.200177e+00      1.414399e+00      9.429328e-01      9.429328e-01      4.714664e-01      4.714664e-01      1.571555e-01      3.143109e-01      1.571555e-01      1.131068e+00    
710.0<Trec<725.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      3.143109e-01      1.728710e+00      1.414399e+00      3.143110e+00      1.257244e+00      1.414399e+00      1.100088e+00      3.143109e-01      7.857774e-01      4.714664e-01      4.714664e-01      4.714664e-01      0.000000e+00      3.143109e-01    
725.0<Trec<740.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      4.714664e-01      1.728710e+00      3.143110e+00      1.885866e+00      1.100088e+00      1.414399e+00      1.257244e+00      6.286219e-01      6.286219e-01      4.714664e-01      0.000000e+00      0.000000e+00      1.100088e+00    
740.0<Trec<755.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      1.571555e-01      9.697089e-01      2.514488e+00      2.200177e+00      7.857774e-01      1.257244e+00      1.100088e+00      4.714664e-01      4.714664e-01      1.257244e+00      0.000000e+00      4.714664e-01      1.571555e+00    
755.0<Trec<770.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      1.571555e+00      1.571555e+00      2.200177e+00      1.571555e+00      1.257244e+00      1.100088e+00      3.143109e-01      9.429328e-01      6.286219e-01      4.714664e-01      1.571555e+00    
770.0<Trec<785.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      2.742724e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      3.143109e-01      2.043021e+00      1.257244e+00      1.257244e+00      6.286219e-01      6.286219e-01      9.429328e-01      4.714664e-01      1.571555e-01      1.571555e-01      7.857774e-01    
785.0<Trec<800.0       |  0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.883225e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      9.429328e-01      9.429328e-01      1.257244e+00      1.602836e+00      9.429328e-01      1.257244e+00      8.169444e-01      4.714664e-01      1.100088e+00      1.571555e-01      1.571555e+00    
=================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================


Table 4. Migration matrix (Ttrue vs Trec) for the neutral current elastic on Carbon protons and with no FSI.
The 2-dimensional histogram (true vs reconstructed energy) with 30 x 30 bins for the events that pass the cuts.
True energy is from 300.0 MeV to 900.0 MeV with the first underflow bin and the last overflow bin; reconstructed energy from 350.0 MeV to 800.0 MeV.
=================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
      energy range(MeV)|  Ttrue<300.0      300.0<Ttrue<321.4 321.4<Ttrue<342.9 342.9<Ttrue<364.3 364.3<Ttrue<385.7 385.7<Ttrue<407.1 407.1<Ttrue<428.6 428.6<Ttrue<450.0 450.0<Ttrue<471.4 471.4<Ttrue<492.9 492.9<Ttrue<514.3 514.3<Ttrue<535.7 535.7<Ttrue<557.1 557.1<Ttrue<578.6 578.6<Ttrue<600.0 600.0<Ttrue<621.4 621.4<Ttrue<642.9 642.9<Ttrue<664.3 664.3<Ttrue<685.7 685.7<Ttrue<707.1 707.1<Ttrue<728.6 728.6<Ttrue<750.0 750.0<Ttrue<771.4 771.4<Ttrue<792.9 792.9<Ttrue<814.3 814.3<Ttrue<835.7 835.7<Ttrue<857.1 857.1<Ttrue<878.6 878.6<Ttrue<900.0    Ttrue>900.0
energy range(MeV)      |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
350.0<Trec<365.0       |  3.143109e-01      2.200177e+00      6.600530e+00      1.665848e+01      4.970035e+01      5.307512e+01      3.837013e+01      1.933012e+01      1.021511e+01      6.443374e+00      5.028975e+00      1.257244e+00      1.728710e+00      9.429328e-01      6.286219e-01      3.143109e-01      3.143109e-01      3.143109e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00    
365.0<Trec<380.0       |  1.571555e-01      4.714664e-01      2.671643e+00      1.006854e+01      3.008980e+01      6.546876e+01      5.709493e+01      3.227182e+01      1.619372e+01      9.429328e+00      5.217144e+00      3.143110e+00      1.414399e+00      1.100088e+00      4.714664e-01      1.100088e+00      3.143109e-01      4.714664e-01      0.000000e+00      6.286219e-01      1.571555e-01      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      1.386286e-01    
380.0<Trec<395.0       |  1.571555e-01      1.571555e-01      1.257244e+00      2.985954e+00      1.859709e+01      5.078796e+01      6.319400e+01      4.842062e+01      2.335249e+01      1.417922e+01      8.486396e+00      3.614576e+00      1.728710e+00      1.571555e+00      9.429328e-01      6.286219e-01      6.286219e-01      1.571555e-01      1.571555e-01      4.714664e-01      1.571555e-01      3.143109e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00    
395.0<Trec<410.0       |  0.000000e+00      0.000000e+00      1.571555e-01      7.857774e-01      9.429328e+00      3.004492e+01      6.257623e+01      6.036700e+01      3.322394e+01      1.634417e+01      8.968615e+00      6.286219e+00      3.928887e+00      2.828799e+00      1.100088e+00      7.857774e-01      1.257244e+00      7.857774e-01      3.143109e-01      3.309427e-01      0.000000e+00      3.543093e-01      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00    
410.0<Trec<425.0       |  0.000000e+00      0.000000e+00      0.000000e+00      4.714664e-01      3.457420e+00      1.764595e+01      4.786247e+01      5.726577e+01      4.595065e+01      2.658126e+01      1.492977e+01      6.600530e+00      4.243198e+00      3.485227e+00      1.571555e+00      1.414399e+00      1.100088e+00      6.286219e-01      4.714664e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.930176e-01      0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00    
425.0<Trec<440.0       |  0.000000e+00      0.000000e+00      1.571555e-01      0.000000e+00      1.257244e+00      6.286219e+00      2.547524e+01      5.454475e+01      5.783676e+01      3.630291e+01      1.602986e+01      8.513765e+00      3.771731e+00      3.143110e+00      2.357332e+00      1.414399e+00      6.286219e-01      3.143109e-01      3.143109e-01      3.143109e-01      0.000000e+00      3.143109e-01      1.571555e-01      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00      1.881355e-01    
