Units: cross-section (10^-38 cm2/(nucleon x GeV))

row (bin i) - column (bin j) | sigma_i x sigma_j x rho_ij 
8 - 49 | 0.0
8 - 50 | 0.0
8 - 51 | 0.0
8 - 52 | 0.0
8 - 53 | 0.0
8 - 54 | 0.0
8 - 55 | 0.0
8 - 56 | 0.0
8 - 57 | 0.0
8 - 58 | 0.0
8 - 59 | 0.0
8 - 60 | 0.0
8 - 61 | 0.0
8 - 62 | 0.0
8 - 63 | 0.0
8 - 64 | 0.0
8 - 65 | 0.0
8 - 66 | 0.0
8 - 67 | 0.0
8 - 68 | 0.0
8 - 69 | 0.0
8 - 70 | 0.0
8 - 71 | 0.0
8 - 72 | 0.0
8 - 73 | 0.0
8 - 74 | 0.0
8 - 75 | 0.0
8 - 76 | 0.0
8 - 77 | 0.0
8 - 78 | 0.0
8 - 79 | 0.0
8 - 80 | 0.0
8 - 81 | 0.0
8 - 82 | 0.0
8 - 83 | 0.0
8 - 84 | 0.0
8 - 85 | 0.0
8 - 86 | 0.0
8 - 87 | 0.0
8 - 88 | 0.0
8 - 89 | 0.0
8 - 90 | 0.0
8 - 91 | 0.0
8 - 92 | 0.0
8 - 93 | 0.0
8 - 94 | 0.0
8 - 95 | 0.0
9 - 0 | 0.0
9 - 1 | 0.0
9 - 2 | 0.0
9 - 3 | 0.0
9 - 4 | 0.0
9 - 5 | 0.0
9 - 6 | 0.0
9 - 7 | 0.0
9 - 8 | 0.0
9 - 9 | 0.0
9 - 10 | 0.0
9 - 11 | 0.0
9 - 12 | 0.0
9 - 13 | 0.0
9 - 14 | 0.0
9 - 15 | 0.0
9 - 16 | 0.0
9 - 17 | 0.0
9 - 18 | 0.0
9 - 19 | 0.0
